제목,날짜,분류,본문,반응수
"[영상] 니제르 군부 ""프랑스, 군사개입 공모""…프랑스, 곧 자국민 철수",20230801,세계,"니제르에서 쿠데타를 일으킨 군부 세력이 지난달 31일(현지시간) 프랑스가 군사적 개입을 공모하고 있다고 비난하고 나섰습니다.     니제르 군부 대변인인 아마두 아브드라만 공군 대령은 이날 국영 TV에서 ""프랑스가 모하메드 바줌 대통령의 석방을 위해 일부 니제르인들과 군사적인 개입을 공모하고 있다""고 밝혔습니다.     하지만 프랑스 정부는 니제르 군부의 주장을 정면 반박했습니다.    카트린 콜로나 프랑스 외교부 장관은 BFM 방송에 출연해 프랑스가 니제르에서 군사적 개입을 공모했다는 주장은 전혀 사실이 아니라고 선을 그으며 바줌 대통령의 복귀를 촉구했습니다.     전날 니제르 수도 니아메에서는 쿠데타 군부 세력을 지지하는 시위대 수천 명이 러시아 국기를 흔들면서 '러시아 만세', '푸틴 만세'라고 외치며 가두 행진을 벌였습니다.     시위 도중 현지 프랑스 대사관이 공격받아 출입문에 불이 붙기도 했고, 일부 시위대는 돌을 던지며 식민 지배를 했던 프랑스를 비난하는 구호를 외쳤습니다.     에마뉘엘 마크롱 프랑스 대통령은 이에 프랑스 국민과 군대, 외교관이 니제르에서 공격받으면 즉각적인 조치를 하겠다고 경고했습니다.     프랑스 정부는 자국민들에 대한 철수 작전에 들어갔습니다.    니제르 주재 프랑스 대사관은 자국민들에 대한 공지를 통해 ""치안상황이 악화함에 따라 항공편으로 철수 작전을 진행할 것""이라며 ""매우 짧은 시간 내에 철수가 이뤄질 것""이라고 밝혔습니다. 제작: 공병설·변혜정    영상: 로이터·AFP·페이스북 Mahamat Idriss Deby Itno",0
"포항해경, 전복·해삼 불법 채취 2명 적발",20230801,사회,"휴가철 비어업인 수산물 불법 포획·채취 단속 강화  경북 포항해양경찰서는 수산물을 불법 포획·채취한 혐의로 2명을 적발했다고 1일 밝혔다.    지난달 30일 오전 1시 25분쯤 포항시 남구 구룡포읍 바닷가 마을어장에서 50대 A씨는 전복 14마리와 해삼 3마리, 40대 B씨는 해삼 3마리를 잡은 혐의로 적발됐다.    A씨가 잡은 전복은 마을어장에서 관리하는 것으로 비어업인이 잡을 수 없게끔 돼 있다.    또 해삼은 수산자원관리법에 따라 7월 1일부터 31일까지 포획·채취가 금지돼 있다.    포항해경은 많은 관광객이 바다를 찾는 여름을 맞아 비어업인의 수산물 불법 포획·채취 단속을 강화할 방침이다.    성대훈 서장은 ""바다 안전관리뿐만 아니라 불법행위 단속 활동도 계속 이어갈 것""이라며 ""불법에 사용된 어구, 스쿠버장비, 선박 등을 몰수하는 방안도 검토하고 있다""고 말했다.    검문검색 중인 포항해경[포항해양경찰서 제공. 재판매 및 DB 금지]",0
"'글로벌 무역 풍경' 바꾸는 세가지 요인…""전쟁·AI·기후변화""",20230801,경제,"미중 갈등·우크라 전쟁, 세계 곳곳 산업·무역 현장 변화 불러    가동 중단된 노르트스트림-1 가스관 (CG)[연합뉴스TV 제공]      전쟁과 인공지능(AI), 기후변화가 32조 달러(4경1천조원)에 이르는 글로벌 무역의 모습을 세계 곳곳에서 크게 바꿔놓고 있다고 블룸버그통신이 1일 보도했다.     블룸버그에 따르면 미국과 중국 간 갈등과 함께 러시아의 우크라이나 침공으로 기업들은 공급망을 자국에 더 가깝게 만들고 있다.    또 AI로 인해 컴퓨터로 대체될 수 있다는 불안감이 커지면서 기업 구성원들은 새로운 기술을 배우도록 압박받는다.     이와 함께 기후변화에 따른 화석 연료로부터의 전환은 세계 곳곳에서 전력 공급에 필수적인 재료들에 대한 수요를 촉진하고 있다.    이러한 추세는 각 정부 데이터에 반영되기 훨씬 전에 이미 연간 32조 달러에 달하는 상품과 서비스의 글로벌 상거래를 변화시키고 있다는 것이 세계무역기구(WTO)의 판단이라는 것이다.    실례로 미국과 중국 간 무역 전쟁으로 인해 미국이 멕시코에서 더 많은 물품을 조달하면서 국경 간 통행량이 크게 늘고 있다.    블룸버그의 이코노미스트 마에바 쿠쟁은 관세가 부과된 중국산 제품의 미국 내 수입은 약 1천500억 달러(193조원) 감소한 것으로 추산하면서, 멕시코가 그 격차를 많이 메우는 것으로 보고 있다.    인구 25만명을 가진 미국 텍사스주 도시 러레이도는 양국 교역의 관문으로, 개발업자들은 국제 무역의 급증으로 근교에 창고를 짓고 산업단지를 조성하고 있다.     지역 관리들은 다리를 10차선으로 확장하는 등 최소 4천만달러(514억원)를 들여 교통시설을 확대하기 위해 연방정부에 승인을 요청하고 있다.    미국과 접한 캐나다에서도 미중 갈등에 따른 반사 이익을 노려 공장 유치에 적극 나서고 있다.     인도에서는 제조업 분야에서 중국 의존도를 줄이려는 움직임과 함께 '세계의 공장' 중국의 대안으로 찾는 외국 기업인들의 발길이 이어지고 있다.    러시아의 우크라이나 침공에 따른 변화도 감지되고 있다.    이탈리아 남부의 지중해 항구 브린디시는 유럽연합(EU)이 러시아산 천연가스 수입을 꺼리면서 화물선 통행이 크게 늘었다. EU는 항구 확장 비용도 지원하고 있다.     모로코 북서부 항구도시 탕헤르도 유럽 수요를 겨냥한 미국과 중국 기업이 몰리면서 교역이 부쩍 활발해지고 있다.",1
공사 중인 철근 누락 아파트,20230801,사회,"1일 공사가 진행 중인 경기도 파주시 운정3(A23) 단지의 모습.    전날 국토교통부는 지하주차장 철근을 빠뜨린 한국토지주택공사(LH) 아파트 15개 단지를 공개했으며, 파주 운정3(A23 분양·1천12세대)은 공개된 단지 가운데 공사 중인 곳이다. 2023.8.1",0
"(LEAD) Seoul shares up for 4th day on tech, auto gains",20230801,세계,"(LEAD) stocks-summary(LEAD) Seoul shares up for 4th day on tech, auto gains(ATTN: ADDS bond yields at bottom, photo)   SEOUL, Aug. 1 (Yonhap) -- South Korean stocks extended their winning streak to a fourth day Tuesday, thanks to advances in techs and autos. The local currency fell against the U.S. dollar.   The benchmark Korea Composite Stock Price Index advanced 1.3 percent, or 34.49 points, to 2,667.07. Trading volume was at 483.9 million shares worth 15.7 trillion won (US$12.2 billion), with gainers outnumbering decliners 626 to 257.   Foreign investors purchased a total of 193.9 billion won worth of shares, and institutions bought a combined 330.8 billion won worth of shares, offsetting retail investors' sell-off of 550.5 billion won.   All major U.S. stock indexes finished higher Monday (U.S. time) on upbeat corporate earnings and hopes for a soft landing for the U.S. economy.    The screens shows the main Korea Composite Stock Price Index and dollar-won exchange rate in a trading room at a Hana Bank branch in central Seoul on Aug. 1, 2023. (Yonhap)In Seoul, most of big-cap stocks ended in positive terrain, except for battery shares.   Market bellwether Samsung Electronics jumped, 1.86 percent, and No. 2 chipmaker SK hynix advanced 1.38 percent.   Top chemical producer LG Chem gained 1.08 percent.   Bio shares gained ground, with Samsung Biologics and Celltrion soaring 4.7 percent and 3 percent, respectively.   Auto stocks also finished in the green.   Hyundai Motor rose 1.73 percent, and its affiliate Kia went up 0.73 percent.   IT stocks logged big increases on the back of U.S. tech gains.   Internet portal operator Naver advanced 2.64 percent, and Kakao, operator of the popular mobile messenger KakaoTalk, soared 7.02 percent. Kakao's fintech arm, Kakao Bank, shot up more than 14 percent.   But most battery shares ended in negative terrain.   Leading battery maker LG Energy Solution lost 0.54 percent, POSCO Holdings fell 3.27 percent, and POSCO Future M went down 3.42 percent.   POSCO International plunged 6.66 percent after the Korea Exchange issued an investment caution for the stock.   The Korean won ended at 1,283.80 won against the greenback, down 9.2 won from the previous session's close.   Bond prices, which move inversely to yields, closed higher. The yield on three-year Treasurys fell 3.4 basis points to 3.647 percent and the return on the benchmark five-year government bonds retreated 3.0 basis points to 3.667 percent.",0
공사 중인 철근 누락 아파트,20230801,사회,"1일 공사가 진행 중인 경기도 파주시 운정3(A23) 단지의 모습.    전날 국토교통부는 지하주차장 철근을 빠뜨린 한국토지주택공사(LH) 아파트 15개 단지를 공개했으며, 파주 운정3(A23 분양·1천12세대)은 공개된 단지 가운데 공사 중인 곳이다. 2023.8.1",0
[부고] 박재현(전 한국수자원공사 사장)씨 부친상,20230801,경제,"▲ 박종문씨 별세, 박철현(미샹떼 성형외과 원장)·박재현(전 한국수자원공사 사장, 인제대 교수)씨 부친상 = 1일 오전 4시, 경남 통영 고려병원장례식장 VIP실, 발인 3일 오전 9시, 장지 통영시 추모공원. ☎ 055-643-4444",0
"'형따라 마야로' 차승원 ""미처 몰랐던 마야문명 배웠다""",20230801,연예,"마야문명 탐사하는 예능…방글이PD 이적 후 첫 예능  tvN '형따라 마야로'[tvN 제공. 재판매 및 DB 금지]     황재하 기자 이승미 인턴기자 = ""좋아하면서 의미 있는 걸 해야 하지 않을까 하는 생각으로 이렇게 큰일을 벌였어요.""    '차셰프'로 삼시 세끼를 뚝딱뚝딱 만들어내던 차승원이 3년 만에 '마야 박사'로 예능 프로그램에 돌아왔다. 배우 김성균, 그룹 더보이즈 주연과 함께 탐사원정대를 꾸려 고대 마야 문명이 퍼져있는 멕시코로 떠났다.    차승원과 김성균, 주연은 1일 서울 마포구 도화동 서울가든호텔에서 열린 tvN 새 예능 '형따라 마야로: 아홉 개의 열쇠'(이하 '형따라 마야로') 제작발표회에서 '탐사 원정대'가 된 소감을 밝혔다.    차승원은 ""한 줌도 안 되는 지식을 갖고 '썰(이야기)'을 풀었다가 일이 커졌지만 예전부터 중남미에 퍼진 이슬람 문명, 마야 문명 등에 관심이 있었다""며 마야로 떠나게 된 이유를 설명했다.    '형따라 마야로'는 '차박사' 차승원을 따라 김성균, 주연이 멕시코로 떠나 고대 마야 문명을 탐사하는 예능이다.    차승원은 ""(이 프로그램은) 두 동생과 하나가 되어 유기적으로 돌아가는 장점이 있다""며 ""저도 미처 몰랐던 마야 문명을 배우고 동생들에게 제가 아는 지식을 조금이라도 얘기해주는 재미가 있었다""고 여행 소감을 말했다.    예능에 처음 고정 출연하는 김성균은 ""우리의 여행 여정이 커다란 스토리로 작품이 되는구나 싶었다""며 ""생뚱맞은 제안이라고 생각했지만, 익숙한 삶에서 잠시 벗어나는 좋은 기회가 될 것 같았다""고 출연 이유를 밝혔다.     원정대는 마야의 비밀을 간직한 보물상자를 열 수 있는 아홉 개의 열쇠를 찾기 위해 제작진이 준비한 과제를 해결해야 한다.    아울러 생활밀착형 탐사 예능인 만큼 직접 요리하며 식사를 해결해야 한다. 차승원이 예능 '삼시세끼'(2015·2016·2020)와 '스페인 하숙'(2019)에 이어 이번에도 '차셰프'로 나선다.    차승원은 ""'삼시세끼' 때도 음식만 만들어서 사람들이 신선하게 볼 수 있을지 의문이 있었다""면서도 ""식재료는 비슷해도 음식 문화와 재료의 쓰임이 달라 현지에서 장을 보며 (음식을) 만드는 재미와 희열이 있었고, 맛있게 먹어주는 동생들에게 고마웠다""고 떠올렸다.     주연은 ""제일 기억에 남는 건 아침에 먹었던 칼칼한 된장찌개와 계란프라이""라며 ""선배님(차승원)이 음식을 사랑과 정성으로 만들어주셔서 다 맛있게 먹었다""고 감사를 표했다.    '형따라 마야로'는 '1박 2일' 시즌4(2019)를 연출했던 방글이 PD가 CJ ENM으로 이적한 뒤 처음 선보이는 예능이다.    방 PD는 ""엔데믹 이후 여행 예능이 많아졌는데 우리는 일반적으로 여행하기 어려운 지역에 갔다""며 ""단순히 여행이 아닌 마야를 알기 위해 떠난 여정이었기에 일반적인 힐링 여행과 차별점이 있다고 생각한다""고 강조했다.    '형따라 마야로'는 오는 4일 오후 8시 40분 첫 방송을 앞뒀다.",24
"정영두, 몸으로 표현하는 연기",20230801,생활,안무가 정영두가 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 시연하고 있다. 2023.8.1,0
"정영두, 몸으로 표현하는 연기",20230801,생활,안무가 정영두가 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 시연하고 있다. 2023.8.1,0
연극 '토카타' 시연하는 손숙,20230801,생활,배우 손숙이 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 연기하고 있다. 2023.8.1,0
연극 '토카타' 시연하는 손숙,20230801,생활,배우 손숙이 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 연기하고 있다. 2023.8.1,0
연극 '토카타' 시연하는 손숙,20230801,생활,배우 손숙이 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 연기하고 있다. 2023.8.1,0
"정영두, 몸으로 표현하는 연기",20230801,생활,안무가 정영두가 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 시연하고 있다. 2023.8.1,0
"정영두, 몸으로 표현하는 연기",20230801,생활,안무가 정영두가 1일 서울 서초구 양재동의 한 연습실에서 열린 손숙 연극인생 60년 '토카타' 연습실 공개 및 기자간담회에서 주요 장면을 시연하고 있다. 2023.8.1,0
